CMX1310,ウエルネス福祉論,濁川　孝志,春・月・１ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA070&value(crclumcd)=
CMC2200,まちづくり論,藤井　誠一郎,春・火・１ N321,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC270&value(crclumcd)=
CMX3200,アジアの宗教と文化,河東　仁,春・火・１ N213,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA454&value(crclumcd)=
,公衆衛生学,神野　宏司,春・火・１ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA473&value(crclumcd)=
,死生学,河東　仁,春・火・１ N213,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA453&value(crclumcd)=
,宗教心理学,河東　仁,秋・火・１ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA263&value(crclumcd)=
CMX1300,生涯スポーツ論,菊　幸一,春・火・１ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA096&value(crclumcd)=
CMX2200,人間心理の深層,河東　仁,秋・火・１ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA265&value(crclumcd)=
,臨床社会学,三本松　政之,秋・火・１ N215,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA180&value(crclumcd)=
CMC3300,災害心理学,清水　裕,春・火・２ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC345&value(crclumcd)=
CMC2200,スポーツ政策,菊　幸一,春・火・２ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC215&value(crclumcd)=
CMC2200,政策科学,外山　公美,秋・火・２ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC200&value(crclumcd)=
CMC1300,リサーチ方法論１,原田　峻,秋・火・２ N821,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC135&value(crclumcd)=
CMX2110,高齢社会システム論,安藤　孝敏,秋・火・２ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA139&value(crclumcd)=
CMX2110,老年学,安藤　孝敏,秋・火・２ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA137&value(crclumcd)=
CMC2200,行政学,外山　公美,秋・火・３ N214,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC297&value(crclumcd)=
CMC3010,コミュニティスタディ,木下　武徳,通年・火・３ N226,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC555&value(crclumcd)=
CMC3300,障害者スポーツ実践論,宮田　理,春・火・３ NTA1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC390&value(crclumcd)=
CMC3200,政策過程論,外山　公美,春・火・３ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC300&value(crclumcd)=
CMC2300,リーダーシップ論,中江　須美子,秋・火・３ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC292&value(crclumcd)=
,外国史１,坪井　祐司,春・火・３ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX251&value(crclumcd)=
CMX1610,外国史１,坪井　祐司,春・火・３ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA513&value(crclumcd)=
,外国史２,坪井　祐司,秋・火・３ N312,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX252&value(crclumcd)=
CMX1610,外国史２,坪井　祐司,秋・火・３ N312,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA514&value(crclumcd)=
,グループダイナミックス,中江　須美子,秋・火・３ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA442&value(crclumcd)=
CMX2403,グローバル社会で活躍するための英語１,山口　綾乃,春・火・３ N433,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA256&value(crclumcd)=
CMX2403,グローバル社会で活躍するための英語２,山口　綾乃,秋・火・３ N342,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA257&value(crclumcd)=
CMC2300,国際経済論,高橋　清貴,春・火・４ N852,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC220&value(crclumcd)=
CMC3300,障害者スポーツ実践論,宮田　理,春・火・４ NTA1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC391&value(crclumcd)=
CMC3300,障害者スポーツ論,田中　信行,秋・火・４ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC385&value(crclumcd)=
CMC1200,地方財政論,金　根三,春・火・４ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC225&value(crclumcd)=
CMC2010,フィールドスタディ,熊上　崇,通年・火・４ N434,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC073&value(crclumcd)=
CMC2010,フィールドスタディ,木下　武徳,通年・火・４ N226,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC075&value(crclumcd)=
CMC2010,フィールドスタディ,外山　公美,通年・火・４ N227,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC076&value(crclumcd)=
CMC2010,フィールドスタディ,原田　晃樹,通年・火・４ N346,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC077&value(crclumcd)=
CMC2010,フィールドスタディ,藤井　敦史,通年・火・４ N235,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC078&value(crclumcd)=
CMC2010,フィールドスタディ,原田　峻,通年・火・４ N423,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC081&value(crclumcd)=
CMC2010,フィールドスタディ,三本松　政之,通年・火・４ N424,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC082&value(crclumcd)=
CMC2100,余暇生活論,宮入　恭平,春・火・４ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC265&value(crclumcd)=
CMX2110,障害学入門,堀越　喜晴,春・火・４ N312,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA141&value(crclumcd)=
CMC2300,国際福祉論,池田　未樹,春・火・５ N215,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC310&value(crclumcd)=
CMC3010,コミュニティスタディ,熊上　崇,通年・火・５ N434,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC553&value(crclumcd)=
CMC3010,コミュニティスタディ,外山　公美,通年・火・５ N227,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC556&value(crclumcd)=
CMC3010,コミュニティスタディ,原田　晃樹,通年・火・５ N346,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC557&value(crclumcd)=
CMC3010,コミュニティスタディ,藤井　敦史,通年・火・５ N235,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC558&value(crclumcd)=
CMC3010,コミュニティスタディ,三本松　政之,通年・火・５ N424,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC560&value(crclumcd)=
CMX1200,キャリア形成論２,菊池　宏子,秋・火・５ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA037&value(crclumcd)=
CMX1190,社会調査法,坂田　大輔,秋・火・５ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA090&value(crclumcd)=
,地理学１,中山　大地,春・火・５ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX231&value(crclumcd)=
CMX1610,地理学１,中山　大地,春・火・５ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA509&value(crclumcd)=
,地理学２,中山　大地,秋・火・５ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX232&value(crclumcd)=
CMX1610,地理学２,中山　大地,秋・火・５ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA510&value(crclumcd)=
CMX1110,福祉文化論,結城　俊哉,秋・火・５ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA095&value(crclumcd)=
CMC2300,エスニシティ論,渋谷　百代,秋・水・１ N214,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC260&value(crclumcd)=
CMC1300,経営組織論,中島　智人,春・水・１ N312,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC150&value(crclumcd)=
CMC2100,持続可能な福祉コミュニティ,空閑　厚樹,春・水・１ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC287&value(crclumcd)=
CMC2100,生命倫理政策入門,空閑　厚樹,春・水・１ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC293&value(crclumcd)=
CMX2210,いのちの倫理学,空閑　厚樹,秋・水・１ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA101&value(crclumcd)=
CMX1190,社会調査法,原田　峻,秋・水・１ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA091&value(crclumcd)=
,生命倫理,空閑　厚樹,秋・水・１ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA100&value(crclumcd)=
CMX2310,発育・発達・加齢論,石渡　貴之,秋・水・１ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA273&value(crclumcd)=
,福祉人間学,空閑　厚樹,春・水・１ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA325&value(crclumcd)=
CMC3010,インターンシップ,外山　公美,通年・水・２ N342,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC501&value(crclumcd)=
CMC3010,インターンシップ,藤井　敦史小長井　賀與,通年・水・２ N346,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC502&value(crclumcd)=
CMC3010,インターンシップ,結城　俊哉,通年・水・２ N847,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC503&value(crclumcd)=
CMC3010,インターンシップ,石渡　貴之,通年・水・２ N853,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC504&value(crclumcd)=
CMC3010,インターンシップ,今西　平,通年・水・２ N345,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC505&value(crclumcd)=
CMC3010,インターンシップ,山口　綾乃,通年・水・２ N341,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC506&value(crclumcd)=
CMB1390,基礎演習,原田　晃樹,春・水・２ N226,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC051&value(crclumcd)=
CMB1390,基礎演習,河東　仁,春・水・２ N227,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC052&value(crclumcd)=
CMB1390,基礎演習,空閑　厚樹,春・水・２ N228,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC053&value(crclumcd)=
CMB1390,基礎演習,権　安理,春・水・２ N344,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC054&value(crclumcd)=
CMB1390,基礎演習,木下　武徳,春・水・２ N844,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC055&value(crclumcd)=
CMB1390,基礎演習,熊上　崇,春・水・２ N846,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC056&value(crclumcd)=
CMB1390,基礎演習,北島　健一,春・水・２ N845,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC057&value(crclumcd)=
CMB1390,基礎演習,原田　峻,春・水・２ N241,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC059&value(crclumcd)=
CMC3200,住宅政策,川崎　直宏,春・水・２ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC320&value(crclumcd)=
CMX1610,経済学,石井　優子,春・水・２ N421,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA504&value(crclumcd)=
CMX2500,情報処理３,番匠　一雅,春・水・２ N821,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA121&value(crclumcd)=
CMX2500,情報処理４,番匠　一雅,秋・水・２ N821,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA122&value(crclumcd)=
,経済学,石井　優子,春・水・２ N421,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX190&value(crclumcd)=
CMX2200,地域コミュニティと生協,北島　健一,秋・水・３ N854,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA285&value(crclumcd)=
CMX3310,リスクマネジメント論,石山　信男,春・水・３ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA474&value(crclumcd)=
,社会学１,入江　公康,春・水・４ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX213&value(crclumcd)=
CMX1690,社会学１,入江　公康,春・水・４ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA505&value(crclumcd)=
,社会学２,入江　公康,秋・水・４ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX214&value(crclumcd)=
CMX1690,社会学２,入江　公康,秋・水・４ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA506&value(crclumcd)=
CMC1200,家族政策,近本　聡子,秋・水・５ N321,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC105&value(crclumcd)=
CMC1300,少子高齢社会論,近本　聡子,春・水・５ N852,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC100&value(crclumcd)=
CMX1210,人権論,柳原　由以,秋・水・５ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA092&value(crclumcd)=
,コミュニティ政策特論,北島　健一,秋・木・１ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC400&value(crclumcd)=
CMC3200,雇用と福祉,北島　健一,秋・木・１ N333,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC363&value(crclumcd)=
,社会保障論２,芝田　英昭,秋・木・１ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA222&value(crclumcd)=
CMX1680,生涯学習概論１,小川　誠子,春・木・１ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA516&value(crclumcd)=
CMX1680,生涯学習概論２,小川　誠子,秋・木・１ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA517&value(crclumcd)=
CMX3110,セクソロジー,艮　香織,秋・木・１ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA275&value(crclumcd)=
,生涯学習概論１,小川　誠子,春・木・１ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX271&value(crclumcd)=
,生涯学習概論２,小川　誠子,秋・木・１ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX272&value(crclumcd)=
CMC2300,逸脱と紛争の修復,小長井　賀與,春・木・２ N321,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC236&value(crclumcd)=
CMC2401,英語で学ぶコミュニティ政策,山口　綾乃,秋・木・２ N422,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC299&value(crclumcd)=
CMC2403,海外留学・海外インターン英語（コ政系）,山口　綾乃,春・木・２ N342,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC298&value(crclumcd)=
CMC3100,家族援助論,熊上　崇,秋・木・２ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC361&value(crclumcd)=
,少年非行論,小長井　賀與,春・木・２ N321,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC235&value(crclumcd)=
,ライフサイクルの心理学,木内　理恵,春・木・２ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC230&value(crclumcd)=
CMX2110,家族社会学,三具　淳子,春・木・２ N313,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA151&value(crclumcd)=
CMX1100,キャリア形成論１,奥田　亜由子,秋・木・２ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA036&value(crclumcd)=
CMX1210,現代キリスト教人間学,賈　晶淳,春・木・２ N421,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA076&value(crclumcd)=
CMX1680,社会教育施設論１,小川　誠子,春・木・２ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA518&value(crclumcd)=
CMX1680,社会教育施設論２,小川　誠子,秋・木・２ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA519&value(crclumcd)=
CMX1190,社会保障総論,芝田　英昭,春・木・２ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA097&value(crclumcd)=
,社会保障総論,芝田　英昭,春・木・２ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA223&value(crclumcd)=
,社会保障論１,芝田　英昭,春・木・２ N8B1,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA221&value(crclumcd)=
CMX1610,政治学,笠井　昭文,秋・木・２ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA503&value(crclumcd)=
,地誌学,中牧　崇,春・木・２ N312,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX260&value(crclumcd)=
CMX1610,地誌学,中牧　崇,春・木・２ N312,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA515&value(crclumcd)=
CMX2200,ライフサイクルの心理学,木内　理恵,春・木・２ N431,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IA284&value(crclumcd)=
,社会教育施設論１,小川　誠子,春・木・２ N311,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX281&value(crclumcd)=
,社会教育施設論２,小川　誠子,秋・木・２ N323,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX282&value(crclumcd)=
,政治学,笠井　昭文,秋・木・２ N851,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=HX180&value(crclumcd)=
CMC3010,コミュニティスタディ,河東　仁,通年・木・３ N322,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC551&value(crclumcd)=
CMC3010,コミュニティスタディ,空閑　厚樹,通年・木・３ N332,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC552&value(crclumcd)=
CMC3010,コミュニティスタディ,権　安理,通年・木・３ N341,/timetable/slbssbdr.do?value(risyunen)=2017&value(semekikn)=1&value(kougicd)=IC554&value(crclumcd)=
